id,composerkey,title,genre,form,performer,pageurl,mediaurl
9832,VERDIGIUSEPPE,Niun Mi Tema (Morte D'Othello),classical,30,,https://archive.org/details/niunmitema1903,https://archive.org/download/niunmitema1903/niunmitema1903.mp3
6473,VERDIGIUSEPPE,Forza del Destino,classical,30,,https://archive.org/details/ForzaDelDestino,https://archive.org/download/ForzaDelDestino/Forza_del_Destino_64kb.mp3
4866,VERDIGIUSEPPE,Ai Nostri monti,classical,30,Caruso,https://archive.org/details/CarusoAiNostriMonti,https://archive.org/download/CarusoAiNostriMonti/Caruso_Ai_nostri_monti_64kb.mp3
10058,VERDIGIUSEPPE,O terra addio,classical,30,,https://archive.org/details/O_terra_addio,https://archive.org/download/O_terra_addio/O_terra_addio_64kb.mp3
11199,VERDIGIUSEPPE,Ah! fors' e lui - La traviata,classical,30,,https://archive.org/details/EDIS-WXT-02,https://archive.org/download/EDIS-WXT-02/EDIS-WXT-02.mp3
9783,VERDIGIUSEPPE,Nell'ore Arcane Della Sua Lussuria,classical,30,,https://archive.org/details/Nellore_Arcane_Della_Sua_Lussuria,https://archive.org/download/Nellore_Arcane_Della_Sua_Lussuria/Caruso_Nellore_arcane_della_sua_luss_64kb.mp3
2746,VERDIGIUSEPPE,"Ah, si ben mio",classical,30,,https://archive.org/details/AhSiBenMio,https://archive.org/download/AhSiBenMio/Ah_si_ben_mio.mp3
257,VERDIGIUSEPPE,?,classical,30,Jose Mardones,https://archive.org/details/VrsAcoustics-6420a-JoseMardones,https://archive.org/download/VrsAcoustics-6420a-JoseMardones/Mardones_6420A_64kb.mp3
1777,VIVALDIANTONIO,Concerto in D Major,classical,30,,https://archive.org/details/Vivaldi-bachConcertoInDMajor,https://archive.org/download/Vivaldi-bachConcertoInDMajor/1.Allegro.mp3
6032,WAGNERRICHARD,Ride of the Valkyries,classical,30,,https://archive.org/details/EDIS-SRP-0197-06,https://archive.org/download/EDIS-SRP-0197-06/EDIS-SRP-0197-06.mp3
6005,WAGNERRICHARD,Hochstes vertrauen - Lohengrin,classical,30,,https://archive.org/details/EDIS-SRP-0194-07,https://archive.org/download/EDIS-SRP-0194-07/EDIS-SRP-0194-07.mp3
6006,WAGNERRICHARD,"O, tannenbaum",classical,30,,https://archive.org/details/EDIS-SRP-0194-08,https://archive.org/download/EDIS-SRP-0194-08/EDIS-SRP-0194-08.mp3
10324,PROKOFIEVSERGEI,Peter and the Wolf,classical,30,,https://archive.org/details/PeterAndTheWolf_753,https://archive.org/download/PeterAndTheWolf_753/PeterAndTheWolf_01.mp3
9845,CHOPINFRYDERYK,Nocturne in E-Flat,classical,30,,https://archive.org/details/NocturneInE-flat,https://archive.org/download/NocturneInE-flat/NocturneInE-flat_64kb.mp3
3605,SULLIVANARTHUR,Arthur Sullivan,classical,30,,https://archive.org/details/ArthurSullivan,https://archive.org/download/ArthurSullivan/13-PersonalRecordToMr.Edison1888_64kb.mp3
7946,VERDIGIUSEPPE,Ingemisco,classical,30,,https://archive.org/details/Ingemisco,https://archive.org/download/Ingemisco/Ingemisco_64kb.mp3
