id|source|sourceid|composerkey|title|genre|form|sourcetitle|performer
  1797 | 78rpm  | VrsAcoustics-6448a-IgnaceJanPaderewski                  | CHOPINFRYDERYK       | ?                                                                      | classical | 30              | VRS Acoustics - 6448A - Ignace Jan Paderewski                          | 
  5102 | 78rpm  | ChopinWorksForPiano                                     | CHOPINFRYDERYK       | Works for Piano                                                        | classical | 30              | Chopin: Works for Piano                                                | 
  2236 | 78rpm  | WaltzInEMinor                                           | CHOPINFRYDERYK       | Waltz in E Minor                                                       | classical | 30              | Waltz in E Minor                                                       | 
  1933 | 78rpm  | VrsAcoustics-74530-IgnaceJanPaderewski                  | CHOPINFRYDERYK       | ?                                                                      | classical | 30              | VRS Acoustics - 74530 - Ignace Jan Paderewski                          | 
  1971 | 78rpm  | VrsAcoustics-74679-SergeiRachmaninoff                   | CHOPINFRYDERYK       | ?                                                                      | classical | 30              | VRS Acoustics - 74679 - Sergei Rachmaninoff                            | 
  1907 | 78rpm  | VrsAcoustics-74313-VladimirDePachmann                   | CHOPINFRYDERYK       | ?                                                                      | classical | 30              | VRS Acoustics - 74313 - Vladimir de Pachmann                           | 
  2083 | 78rpm  | VrsAcoustics-88322-IgnaceJanPaderewski                  | CHOPINFRYDERYK       | ?                                                                      | classical | 30              | VRS Acoustics - 88322 - Ignace Jan Paderewski                          | 
  1905 | 78rpm  | VrsAcoustics-74304-VladimirDePachmann                   | CHOPINFRYDERYK       | ?                                                                      | classical | 30              | VRS Acoustics - 74304 - Vladimir de Pachmann                           | 
  1846 | 78rpm  | VrsAcoustics-74159-WilhelmBackhaus                      | CHOPINFRYDERYK       | ?                                                                      | classical | 30              | VRS Acoustics - 74159 - Wilhelm Backhaus                               | 
  1828 | 78rpm  | VrsAcoustics-74052-MischaElman                          | CHOPINFRYDERYK       | ?                                                                      | classical | 30              | VRS Acoustics - 74052 - Mischa Elman                                   | 
  1805 | 78rpm  | VrsAcoustics-6480b-VladimirDePachmann                   | CHOPINFRYDERYK       | ?                                                                      | classical | 30              | VRS Acoustics - 6480B - Vladimir de Pachmann                           | 
  5101 | 78rpm  | Chopin_Sonata_2                                         | CHOPINFRYDERYK       | Sonata No. 2                                                           | classical | 30              | Chopin_Sonata_#2                                                       | 
  5099 | 78rpm  | ChopinPianoConcertoNo.2                                 | CHOPINFRYDERYK       | Piano Concerto No. 2                                                   | classical | 30              | CHOPIN: Piano Concerto No. 2                                           | 
  5098 | 78rpm  | ChopinFourteenWaltzes                                   | CHOPINFRYDERYK       | Fourteen Waltzes                                                       | classical | 30              | Chopin: Fourteen Waltzes                                               | 
  5097 | 78rpm  | ChopinEtudes                                            | CHOPINFRYDERYK       | Etudes                                                                 | classical | 30              | CHOPIN: Etudes                                                         | 
  5096 | 78rpm  | ChopinBallades                                          | CHOPINFRYDERYK       | Ballades                                                               | classical | 30              | CHOPIN: Ballades                                                       | 
  6038 | 78rpm  | EDIS-SRP-0197-13                                        | CHOPINFRYDERYK       | Two etudes: Etude nouvelle in A flat & Etude in C major, Op. 10, no. 1 | classical | 30              | Two etudes: Etude nouvelle in A flat & Etude in C major, Op. 10, no. 1 | 
  5412 | 78rpm  | CoplandMusicForTheTheatre                               | COPLANDAARON         | Music for the Theatre                                                  | classical | 30              | COPLAND: Music for the Theatre                                         | 
  5559 | 78rpm  | DebussyQuartetInGMinor                                  | DEBUSSYCLAUDE        | Quartet in G Minor                                                     | classical | 30              | DEBUSSY: Quartet in G Minor                                            | 
  3410 | 78rpm  | ArabesquesNos.12                                        | DEBUSSYCLAUDE        | Arabesques Nos. 1 & 2                                                  | classical | 30              | Arabesques Nos. 1 & 2                                                  | 
  5558 | 78rpm  | DebussyPellasAndMlisande                                | DEBUSSYCLAUDE        | Pelleas and Melisande                                                  | classical | 30              | DEBUSSY: Pell+¬as and M+¬lisande                                       | 
  4867 | 78rpm  | CarusoAngeloCastoEBel                                   | DONIZETTIGAETANO     | Angelo Casto e bel                                                     | classical | 30              | Caruso: Angelo Casto e bel                                             | Caruso
  4868 | 78rpm  | CarusoComeGentil                                        | DONIZETTIGAETANO     | Com'e Gentil                                                           | classical | 30              | Caruso: Com'e Gentil                                                   | Caruso
  1961 | 78rpm  | VrsAcoustics-74631-PhiladelphiaSymphonyOrchestra        | DVORÁKANTONIN        | ?                                                                      | classical | 30              | VRS Acoustics - 74631 - Philadelphia Symphony Orchestra                | 
  5753 | 78rpm  | DvorakSymphonyNo.6                                      | DVORÁKANTONIN        | Symphony No. 6                                                         | classical | 30              | DVORAK: Symphony No. 6                                                 | 
  5752 | 78rpm  | DvorakCelloConcerto                                     | DVORÁKANTONIN        | Cello Concerto                                                         | classical | 30              | DVORAK: Cello Concerto                                                 | 
  6036 | 78rpm  | EDIS-SRP-0197-11                                        | DVORÁKANTONIN        | Slavonic dance No. 1                                                   | classical | 30              | Slavonic dance, no.1                                                   | 
  1847 | 78rpm  | VrsAcoustics-74163-MischaElman                          | DVORÁKANTONIN        | ?                                                                      | classical | 30              | VRS Acoustics - 74163 - Mischa Elman                                   | 
  6928 | 78rpm  | GershwinRhapsodyInBlue1927                              | GERSHWINGEORGE       | Rhapsody in Blue                                                       | classical | 30              | GERSHWIN: Rhapsody in Blue                                             | 
  3314 | 78rpm  | AnAmericanInParis                                       | GERSHWINGEORGE       | An American In Paris                                                   | classical | 30              | An American In Paris                                                   | 
 10610 | 78rpm  | rhapblue11924                                           | GERSHWINGEORGE       | Rhapsody In Blue Part 1                                                | classical | 30              | Rhapsody In Blue Part 1                                                | 
  1918 | 78rpm  | VrsAcoustics-74459-MischaElman                          | GLUCKCHRISTOPHWRVON  | ?                                                                      | classical | 30              | VRS Acoustics - 74459 - Mischa Elman                                   | 
  3221 | 78rpm  | AlmaGluck-Musetta                                       | GLUCKCHRISTOPHWRVON  | Alma Gluck - Musetta                                                   | classical | 30              | Alma Gluck - Musetta                                                   | 
  1255 | 78rpm  | TheLittleOldLogCabinInTheLane                           | GLUCKCHRISTOPHWRVON  | The little old log cabin in the lane                                   | classical | 30              | The little old log cabin in the lane                                   | 
  2125 | 78rpm  | VrsAcoustics-88577-AlmaGluckLouiseHomer                 | GLUCKCHRISTOPHWRVON  | ?                                                                      | classical | 30              | VRS Acoustics - 88577 - Alma Gluck & Louise Homer                      | Alma Gluck and Louise Homer
  7866 | 78rpm  | IlSeFaitTard                                            | GOUNODCHARLES        | Il se fait tard                                                        | classical | 30              | Il se fait tard                                                        | 
  2009 | 78rpm  | VrsAcoustics-85065-PolPlancon                           | GOUNODCHARLES        | ?                                                                      | classical | 30              | VRS Acoustics - 85065 - Pol Plancon                                    | Pol Plancon
  4871 | 78rpm  | CarusoInspirez-moiRaceDivine                            | GOUNODCHARLES        | Inspirez-moi, race divine                                              | classical | 30              | Caruso: Inspirez-moi, race divine                                      | Caruso
  2026 | 78rpm  | VrsAcoustics-88016-EmmaEamesJosefHollman                | GOUNODCHARLES        | ?                                                                      | classical | 30              | VRS Acoustics - 88016 - Emma Eames & Josef Hollman                     | Emma Eames & Josef Hollman
  2159 | 78rpm  | VrsAcoustics-89104-JohnMccormackFritzKreisler           | GOUNODCHARLES        | ?                                                                      | classical | 30              | VRS Acoustics - 89104 - John McCormack & Fritz Kreisler                | John McCormack & Fritz Kreisler
  2054 | 78rpm  | VrsAcoustics-88119-EmmaCalve                            | GOUNODCHARLES        | ?                                                                      | classical | 30              | VRS Acoustics - 88119 - Emma Calve                                     | Emma Calve
  4877 | 78rpm  | CarusoMonCoeurEstPenetreDepouvante                      | GOUNODCHARLES        | Mon coeur est penetre d'epouvante                                      | classical | 30              | Caruso: Mon coeur est penetre d'epouvante                              | Caruso
  2156 | 78rpm  | VrsAcoustics-89073-NellieMelbaJanKubelik                | GOUNODCHARLES        | ?                                                                      | classical | 30              | VRS Acoustics - 89073 - Nellie Melba & Jan Kubelik                     | Nellie Melba & Jan Kubelik
  2119 | 78rpm  | VrsAcoustics-88562-EmmyDestinn                          | GOUNODCHARLES        | ?                                                                      | classical | 30              | VRS Acoustics - 88562 - Emmy Destinn                                   | Emmy Destinn
  1944 | 78rpm  | VrsAcoustics-74580-FlonzaleyQuartet                     | GRAINGERPERCY        | ?                                                                      | classical | 30              | VRS Acoustics - 74580 - Flonzaley Quartet                              | Flonzaley Quartet
  1868 | 78rpm  | VrsAcoustics-88508-LuisaTetrazzini                      | GRIEGEDVARD          | ?                                                                      | classical | 30              | VRS Acoustics - 88508 - Luisa Tetrazzini                               | Luisa Tetrazzini
  1964 | 78rpm  | VrsAcoustics-74643-MischaElman                          | GRIEGEDVARD          | ?                                                                      | classical | 30              | VRS Acoustics - 74643 - Mischa Elman                                   | Mischa Elman
  7102 | 78rpm  | GriegPianoConcerto                                      | GRIEGEDVARD          | Piano Concerto                                                         | classical | 30              | Grieg: Piano Concerto                                                  | 
  1995 | 78rpm  | VrsAcoustics-74785-OlgaSamaroff                         | GRIEGEDVARD          | ?                                                                      | classical | 30              | VRS Acoustics - 74785 - Olga Samaroff                                  | Olga Samaroff
  4878 | 78rpm  | CarusoOmbraMaiFu                                        | HANDELGEORGEFRIDERIC | Ombra mai fu                                                           | classical | 30              | Caruso: Ombra mai fu                                                   | Caruso
  7195 | 78rpm  | HandelTheHarmoniousBlacksmithlandowska                  | HANDELGEORGEFRIDERIC | The Harmonious Blacksmith                                              | classical | 30              | HANDEL: The Harmonious Blacksmith                                      | 
  5908 | 78rpm  | EDIS-SRP-0195-06                                        | HANDELGEORGEFRIDERIC | Hallelujah chorus - Messiah                                            | classical | 30              | Hallelujah chorus - Messiah                                            | 
  7194 | 78rpm  | HandelTheHarmoniousBlacksmithcortot                     | HANDELGEORGEFRIDERIC | The Harmonious Blacksmith                                              | classical | 30              | HANDEL: The Harmonious Blacksmith                                      | 
  6034 | 78rpm  | EDIS-SRP-0197-09                                        | BEETHOVEN            | Moonlight sonata                                                       | classical | 30              | Moonlight sonata                                                       | 
  1937 | 78rpm  | VrsAcoustics-74560-PhiladelphiaSymphonyOrchestra        | MENDELSSOHNBARTHOLDY | ?                                                                      | classical | 30              | VRS Acoustics - 74560 - Philadelphia Symphony Orchestra                | Philadelphia Symphony Orchestra
  5976 | 78rpm  | EDIS-SRP-0154-17                                        | HANDELGEORGEFRIDERIC | Handel festival: 'Israel In Egypt' - excerpt                           | classical | 30              | Handel festival: 'Israel In Egypt' - excerpt                           | 
  1820 | 78rpm  | VrsAcoustics-71041-WilhelmBackhaus                      | HANDELGEORGEFRIDERIC | ?                                                                      | classical | 30              | VRS Acoustics - 71041 - Wilhelm Backhaus                               | Wilhelm Backhaus
  7207 | 78rpm  | Harmonious_Blacksmith                                   | HANDELGEORGEFRIDERIC | Harmonious Blacksmith                                                  | classical | 30              | Harmonious_Blacksmith                                                  | 
  1986 | 78rpm  | VrsAcoustics-74726-FlonzaleyQuartet                     | HAYDNFRANZJOSEPH     | ?                                                                      | classical | 30              | VRS Acoustics - 74726 - Flonzaley Quartet                              | Flonzaley Quartet
  7451 | 78rpm  | Haydn_Symphony_No_94_Surprise                           | HAYDNFRANZJOSEPH     | Symphony No 94 Surprise                                                | classical | 30              | Haydn_Symphony_No_94_Surprise                                          | 
  7683 | 78rpm  | HindemithMathisDerMaler                                 | HINDEMITHPAUL        | Mathis der Maler                                                       | classical | 30              | HINDEMITH: Mathis der Maler                                            | 
  1976 | 78rpm  | VrsAcoustics-74696-OlgaSamaroff                         | LISZTFRANZ           | ?                                                                      | classical | 30              | VRS Acoustics - 74696 - Olga Samaroff                                  | Olga Samaroff
  2068 | 78rpm  | VrsAcoustics-88204-LouiseHomer                          | LISZTFRANZ           | ?                                                                      | classical | 30              | VRS Acoustics - 88204 - Louise Homer                                   | Louise Homer
  1947 | 78rpm  | VrsAcoustics-74589-AlfredCortot                         | LISZTFRANZ           | ?                                                                      | classical | 30              | VRS Acoustics - 74589 - Alfred Cortot                                  | Alfred Cortot
  1966 | 78rpm  | VrsAcoustics-74647-PhiladelphiaSymphonyOrchestra        | LISZTFRANZ           | ?                                                                      | classical | 30              | VRS Acoustics - 74647 - Philadelphia Symphony Orchestra                | Philadelphia Symphony Orchestra
   306 | 78rpm  | VrsAcoustics-88568-EmmyDestinn                          | LISZTFRANZ           | ?                                                                      | classical | 30              | VRS Acoustics - 88568 - Emmy Destinn                                   | Emmy Destinn
  1997 | 78rpm  | VrsAcoustics-74794-OlgaSamaroff                         | LISZTFRANZ           | ?                                                                      | classical | 30              | VRS Acoustics - 74794 - Olga Samaroff                                  | Olga Samaroff
  1999 | 78rpm  | VrsAcoustics-7480574806-IgnaceJanPaderewski             | LISZTFRANZ           | ?                                                                      | classical | 30              | VRS Acoustics - 74805/74806 - Ignace Jan Paderewski                    | Ignace Jan Paderewski
  1799 | 78rpm  | VrsAcoustics-6450-OlgaSamaroff                          | LISZTFRANZ           | ?                                                                      | classical | 30              | VRS Acoustics - 6450 - Olga Samaroff                                   | Olga Samaroff
  2954 | 78rpm  | Addio_Alla_Madre                                        | MASCAGNIPIETRO       | Addio Alla Madre                                                       | classical | 30              | Addio_Alla_Madre                                                       | 
  1916 | 78rpm  | VrsAcoustics-74426-GiovanniMartinelli                   | MASCAGNIPIETRO       | ?                                                                      | classical | 30              | VRS Acoustics - 74426 - Giovanni Martinelli                            | Giovanni Martinelli
  9683 | 78rpm  | Musica_Proibita                                         | MASCAGNIPIETRO       | Musica Proibita                                                        | classical | 30              | Musica_Proibita                                                        | 
  1911 | 78rpm  | VrsAcoustics-74341-MischaElman                          | MASSENETJULES        | ?                                                                      | classical | 30              | VRS Acoustics - 74341 - Mischa Elman                                   | Mischa Elman
  5094 | 78rpm  | Chiudi_gli_Occhi                                        | MASSENETJULES        | Chiudi gli Occhi                                                       | classical | 30              | Chiudi_gli_Occhi                                                       | 
  2007 | 78rpm  | VrsAcoustics-85040-MaudPowell                           | MENDELSSOHNBARTHOLDY | ?                                                                      | classical | 30              | VRS Acoustics - 85040 - Maud Powell                                    | Maud Powell
   882 | 78rpm  | SpinningSong                                            | MENDELSSOHNBARTHOLDY | Spinning Song                                                          | classical | 30              | Spinning Song                                                          | 
  9490 | 78rpm  | MendelssohnViolinConcerto                               | MENDELSSOHNBARTHOLDY | Violin Concerto                                                        | classical | 30              | MENDELSSOHN: Violin Concerto                                           | 
  1983 | 78rpm  | VrsAcoustics-74721-JaschaHeifetz                        | MENDELSSOHNBARTHOLDY | ?                                                                      | classical | 30              | VRS Acoustics - 74721 - Jascha Heifetz                                 | Jascha Heifetz
  1952 | 78rpm  | VrsAcoustics-74607-MischaElman                          | MENDELSSOHNBARTHOLDY | ?                                                                      | classical | 30              | VRS Acoustics - 74607 - Mischa Elman                                   | Mischa Elman
  9489 | 78rpm  | MendelssohnSymphonyNo.4italian                          | MENDELSSOHNBARTHOLDY | Symphony No. 4                                                         | classical | 30              | MENDELSSOHN: Symphony No. 4 ('Italian')                                | 
   591 | 78rpm  | ScherzoByMendelssohn                                    | MENDELSSOHNBARTHOLDY | Scherzo by Mendelssohn                                                 | classical | 30              | Scherzo by Mendelssohn                                                 | 
  2002 | 78rpm  | VrsAcoustics-74810-AlfredCortot                         | MENDELSSOHNBARTHOLDY | ?                                                                      | classical | 30              | VRS Acoustics - 74810 - Alfred Cortot                                  | Alfred Cortot
  2744 | 78rpm  | Ah_qual_soave_vision                                    | MEYERBEERGIACOMO     | Ah, qual soave vision                                                  | classical | 30              | Ah,_qual_soave_vision                                                  | 
  4883 | 78rpm  | CarusoQuiSottoIlCiel                                    | MEYERBEERGIACOMO     | Qui sotto il ciel                                                      | classical | 30              | Caruso: Qui sotto il ciel                                              | Caruso
  9661 | 78rpm  | MozartPianoConcertoNo.20InDMinor                        | MOZARTWOLFGANGAMADEU | Piano Concerto No. 20 in D Minor                                       | classical | 30              | MOZART: Piano Concerto No. 20 in D Minor                               | 
  1943 | 78rpm  | VrsAcoustics-74579-FlonzaleyQuartet                     | MOZARTWOLFGANGAMADEU | ?                                                                      | classical | 30              | VRS Acoustics - 74579 - Flonzaley Quartet                              | Flonzaley Quartet
  9660 | 78rpm  | MozartMinuetInCMajor                                    | MOZARTWOLFGANGAMADEU | Minuet in C Major                                                      | classical | 30              | MOZART: Minuet in C Major                                              | 
   279 | 78rpm  | VrsAcoustics-74596-FlonzaleyQuartet                     | MOZARTWOLFGANGAMADEU | ?                                                                      | classical | 30              | VRS Acoustics - 74596 - Flonzaley Quartet                              | Flonzaley Quartet
  6017 | 78rpm  | EDIS-SRP-0195-05                                        | MOZARTWOLFGANGAMADEU | Gloria - The twelfth mass                                              | classical | 30              | Gloria - The twelfth mass                                              | 
  1953 | 78rpm  | VrsAcoustics-74609-PhiladelphiaSymphonyOrchestra        | MOZARTWOLFGANGAMADEU | ?                                                                      | classical | 30              | VRS Acoustics - 74609 - Philadelphia Symphony Orchestra                | Philadelphia Symphony Orchestra
  9659 | 78rpm  | MozartEineKleineNachtmusik                              | MOZARTWOLFGANGAMADEU | Eine kleine Nachtmusik                                                 | classical | 30              | MOZART: Eine kleine Nachtmusik                                         | 
  1968 | 78rpm  | VrsAcoustics-74652-FlonzaleyQuartet                     | MOZARTWOLFGANGAMADEU | ?                                                                      | classical | 30              | VRS Acoustics - 74652 - Flonzaley Quartet                              | Flonzaley Quartet
  6051 | 78rpm  | EDIS-SRP-0199-04                                        | MOZARTWOLFGANGAMADEU | Quartet in G, 1st movement- part 1                                     | classical | 30              | Quartet in G, 1st movement- part 1                                     | 
  2146 | 78rpm  | VrsAcoustics-88659-FeodorChaliapin                      | MUSSORGSKYMUSORGSKYE | ?                                                                      | classical | 30              | VRS Acoustics - 88659 - Feodor Chaliapin                               | Feodor Chaliapin
  2136 | 78rpm  | VrsAcoustics-88644-FeodorChaliapin                      | MUSSORGSKYMUSORGSKYE | ?                                                                      | classical | 30              | VRS Acoustics - 88644 - Feodor Chaliapin                               | Feodor Chaliapin
   161 | 78rpm  | VrsAcoustics-74064-AliceNielsenFlorencioConstantino     | NIELSENCARL          | ?                                                                      | classical | 30              | VRS Acoustics - 74064 - Alice Nielsen & Florencio Constantino          | Alice Nielsen & Florencio Constantino
  1836 | 78rpm  | VrsAcoustics-74107-AliceNielsen                         | NIELSENCARL          | ?                                                                      | classical | 30              | VRS Acoustics - 74107 - Alice Nielsen                                  | Alice Nielsen
   265 | 78rpm  | VrsAcoustics-74107-AliceNielsen_435                     | NIELSENCARL          | ?                                                                      | classical | 30              | VRS Acoustics - 74107 - Alice Nielsen                                  | Alice Nielsen
   263 | 78rpm  | VrsAcoustics-74076-AliceNielsenFlorencioConstantino     | NIELSENCARL          | ?                                                                      | classical | 30              | VRS Acoustics - 74076 - Alice Nielsen & Florencio Constantino          | Alice Nielsen & Florencio Constantino
   266 | 78rpm  | VrsAcoustics-74121-AliceNielsen                         | NIELSENCARL          | ?                                                                      | classical | 30              | VRS Acoustics - 74121 - Alice Nielsen                                  | Alice Nielsen
  1838 | 78rpm  | VrsAcoustics-74121-AliceNielsen_22                      | NIELSENCARL          | ?                                                                      | classical | 30              | VRS Acoustics - 74121 - Alice Nielsen                                  | Alice Nielsen
   160 | 78rpm  | VrsAcoustics-74063-AliceNielsenFlorencioConstantino     | NIELSENCARL          | ?                                                                      | classical | 30              | VRS Acoustics - 74063 - Alice Nielsen & Florencio Constantino          | Alice Nielsen & Florencio Constantino
  2189 | 78rpm  | VrsAcoustics-SistineChapelChoir-6442a                   | PALESTRINAGIOVANNIPI | ?                                                                      | classical | 30              | VRS Acoustics - Sistine Chapel Choir - 6442A                           | Sistine Chapel Choir - 6442A
  1795 | 78rpm  | VrsAcoustics-6442b-SistineChapelChoir                   | PALESTRINAGIOVANNIPI | ?                                                                      | classical | 30              | VRS Acoustics - 6442B - Sistine Chapel Choir                           | Sistine Chapel Choir
  3307 | 78rpm  | Amore_O_Grillo                                          | PUCCINIGIACOMO       | Amore O Grillo                                                         | classical | 30              | Amore_O_Grillo                                                         | 
  9855 | 78rpm  | Non_ve_lavevo_detto                                     | PUCCINIGIACOMO       | Non ve l'avevo detto                                                   | classical | 30              | Non_ve_l'avevo_detto                                                   | 
  6003 | 78rpm  | EDIS-SRP-0194-04                                        | PUCCINIGIACOMO       | Sono un poeta - La Boheme                                              | classical | 30              | Sono un poeta - La Boheme                                              | 
  2955 | 78rpm  | AddioDolceSvegliareAllaMattina                          | PUCCINIGIACOMO       | Addio Dolce Svegliare Alla Mattina                                     | classical | 30              | Addio Dolce Svegliare Alla Mattina                                     | 
  4869 | 78rpm  | CarusoELucevanLeStelle                                  | PUCCINIGIACOMO       | E lucevan le stelle                                                    | classical | 30              | Caruso: E lucevan le stelle                                            | Caruso
  9944 | 78rpm  | OMimiTuPiuNonTorni                                      | PUCCINIGIACOMO       | O Mimi Tu Piu Non Torni                                                | classical | 30              | OMimiTuPiuNonTorni                                                     | 
  1115 | 78rpm  | TheArtOfRachmaninovVol.2Side2                           | RACHMANINOVSERGEI    | The Art of Rachmaninov Vol. 2, Side 2                                  | classical | 30              | The Art of Rachmaninov Vol. 2, Side 2                                  | 
  1114 | 78rpm  | TheArtOfRachmaninovVol.2                                | RACHMANINOVSERGEI    | The Art of Rachmaninov Vol. 2, Side 1                                  | classical | 30              | The Art of Rachmaninov Vol. 2, Side 1                                  | 
 10492 | 78rpm  | RavelDaphisAndChle                                      | RAVELMAURICE         | Daphnis and Chloe                                                      | classical | 30              | RAVEL: Daphnis and Chl+¦e                                              | 
 10491 | 78rpm  | RavelConcertoForTheLeftHandAlone                        | RAVELMAURICE         | Concerto for the Left Hand Alone                                       | classical | 30              | Ravel: Concerto for the Left Hand Alone                                | 
  6031 | 78rpm  | EDIS-SRP-0197-05                                        | ROSSINIGIOACHINO     | William Tell overture - part 2                                         | classical | 30              | William Tell overture - part 2                                         | 
  1786 | 78rpm  | VrsAcoustics-6420b-JoseMardones                         | ROSSINIGIOACHINO     | ?                                                                      | classical | 30              | VRS Acoustics - 6420B - Jose Mardones                                  | Jose Mardones
   415 | 78rpm  | RossiniLaGazzaLadra-Overture                            | ROSSINIGIOACHINO     | La Gazza Ladra - Overture                                              | classical | 30              | ROSSINI: La Gazza Ladra - Overture                                     | 
  2016 | 78rpm  | VrsAcoustics-87181-LucreziaBori                         | ROSSINIGIOACHINO     | ?                                                                      | classical | 30              | VRS Acoustics - 87181 - Lucrezia Bori                                  | Lucrezia Bori
   686 | 78rpm  | VrsAcoustics-74202-FritzKreisler                        | SCHUBERTFRANZ        | ?                                                                      | classical | 30              | VRS Acoustics - 74202 - Fritz Kreisler                                 | Fritz Kreisler
   599 | 78rpm  | SchubertSerenade_441                                    | SCHUBERTFRANZ        | Serenade                                                               | classical | 30              | Schubert: Serenade                                                     | 
  1806 | 78rpm  | VrsAcoustics-6482-IgnaceJanPaderewski                   | SCHUBERTFRANZ        | ?                                                                      | classical | 30              | VRS Acoustics - 6482 - Ignace Jan Paderewski                           | Ignace Jan Paderewski
  6042 | 78rpm  | EDIS-SRP-0198-07                                        | SCHUBERTFRANZ        | Trio no. 1 in B flat, part 1-1st movement- allegro moderato, Op. 99    | classical | 30              | Trio no. 1 in B flat, part 1-1st movement- allegro moderato, Op. 99    | 
  1910 | 78rpm  | VrsAcoustics-74339-MischaElman                          | SCHUBERTFRANZ        | ?                                                                      | classical | 30              | VRS Acoustics - 74339 - Mischa Elman                                   | Mischa Elman
  2163 | 78rpm  | VrsAcoustics-89159-LouiseHomerLouiseHomerStires         | SCHUBERTFRANZ        | ?                                                                      | classical | 30              | VRS Acoustics - 89159 - Louise Homer & Louise Homer Stires             | Louise Homer & Louise Homer Stires
   600 | 78rpm  | SchubertSonataInBFlatMajorOp.Posthumous                 | SCHUBERTFRANZ        | Sonata in B flat Major, Op. Posthumous                                 | classical | 30              | Schubert: Sonata in B flat Major, Op. Posthumous                       | 
  1850 | 78rpm  | VrsAcoustics-74167-MischaElman                          | SCHUBERTFRANZ        | ?                                                                      | classical | 30              | VRS Acoustics - 74167 - Mischa Elman                                   | Mischa Elman
  5118 | 78rpm  | ChristmasChimes                                         | SCHUBERTFRANZ        | Christmas chimes                                                       | classical | 30              | Christmas chimes                                                       | 
   597 | 78rpm  | SchubertMomentsMusicaux1-6                              | SCHUBERTFRANZ        | Moments musicaux 1-6                                                   | classical | 30              | Schubert: Moments musicaux 1-6                                         | 
  2070 | 78rpm  | VrsAcoustics-88231-LouiseHomer                          | SCHUBERTFRANZ        | ?                                                                      | classical | 30              | VRS Acoustics - 88231 - Louise Homer                                   | Louise Homer
  8647 | 78rpm  | J.StraussJr.OneLivesButOnce                             | STRAUSSRICHARD       | J. Strauss, Jr.: One Lives But Once                                    | classical | 30              | J. Strauss, Jr.: One Lives But Once                                    | 
   404 | 78rpm  | RosaPonselleAsNorma                                     | SCHUBERTFRANZ        | Rosa Ponselle as Norma                                                 | classical | 30              | Rosa Ponselle as Norma                                                 | 
  2137 | 78rpm  | VrsAcoustics-88645-FeodorChaliapin                      | SCHUMANNROBERT       | ?                                                                      | classical | 30              | VRS Acoustics - 88645 - Feodor Chaliapin                               | Feodor Chaliapin
  1826 | 78rpm  | VrsAcoustics-74044-JosefHollman                         | SCHUMANNROBERT       | ?                                                                      | classical | 30              | VRS Acoustics - 74044 - Josef Hollman                                  | Josef Hollman
  1904 | 78rpm  | VrsAcoustics-74285-VladimirDePachmann                   | SCHUMANNROBERT       | ?                                                                      | classical | 30              | VRS Acoustics - 74285 - Vladimir de Pachmann                           | Vladimir de Pachmann
   601 | 78rpm  | SchumannSymphonyNo.1                                    | SCHUMANNROBERT       | Symphony No. 1                                                         | classical | 30              | SCHUMANN: Symphony No. 1                                               | 
  1824 | 78rpm  | VrsAcoustics-74038-MarcelJournet                        | SCHUMANNROBERT       | ?                                                                      | classical | 30              | VRS Acoustics - 74038 - Marcel Journet                                 | Marcel Journet
  1942 | 78rpm  | VrsAcoustics-74578-FlonzaleyQuartet                     | SCHUMANNROBERT       | ?                                                                      | classical | 30              | VRS Acoustics - 74578 - Flonzaley Quartet                              | Flonzaley Quartet
  2048 | 78rpm  | VrsAcoustics-88093-ErnestineSchumann-heink              | SCHUMANNROBERT       | ?                                                                      | classical | 30              | VRS Acoustics - 88093 - Ernestine Schumann-Heink                       | Ernestine Schumann-Heink
  2006 | 78rpm  | VrsAcoustics-85024-PolPlancon                           | SCHUMANNROBERT       | ?                                                                      | classical | 30              | VRS Acoustics - 85024 - Pol Plancon                                    | Pol Plancon
  1804 | 78rpm  | VrsAcoustics-6480a-VladimirDePachmann                   | SCHUMANNROBERT       | ?                                                                      | classical | 30              | VRS Acoustics - 6480A - Vladimir de Pachmann                           | Vladimir de Pachmann
   727 | 78rpm  | Shostakovich_symphony6                                  | SHOSTAKOVICHDMITRY   | Symphony No. 6                                                         | classical | 30              | Shostakovich _Symphony #6                                              | 
   729 | 78rpm  | ShostakovichSymphonyNo.5                                | SHOSTAKOVICHDMITRY   | Symphony No. 5                                                         | classical | 30              | SHOSTAKOVICH: Symphony No. 5                                           | 
   726 | 78rpm  | ShostakovichPrlude                                      | SHOSTAKOVICHDMITRY   | Prelude                                                                | classical | 30              | SHOSTAKOVICH: Pr+¬lude                                                 | 
   728 | 78rpm  | ShostakovichSymphonyNo.1                                | SHOSTAKOVICHDMITRY   | Symphony No. 1                                                         | classical | 30              | SHOSTAKOVICH: Symphony No. 1                                           | 
  1978 | 78rpm  | VrsAcoustics-74698-PhiladelphiaSymphonyOrchestra        | SIBELIUSJEAN         | ?                                                                      | classical | 30              | VRS Acoustics - 74698 - Philadelphia Symphony Orchestra                | Philadelphia Symphony Orchestra
  1386 | 78rpm  | TheSwanOfTuonela                                        | SIBELIUSJEAN         | The Swan of Tuonela                                                    | classical | 30              | The Swan of Tuonela                                                    | 
