id|source|sourceid|composerkey|title|genre|form|sourcetitle|performer
  1914 | 78rpm  | VrsAcoustics-74408-MaudPowell                           | SIBELIUSJEAN         | ?                                                                      | classical | 30              | VRS Acoustics - 74408 - Maud Powell                                    | Maud Powell
   741 | 78rpm  | SibeliusViolinConcerto                                  | SIBELIUSJEAN         | Violin Concerto                                                        | classical | 30              | SIBELIUS: Violin Concerto                                              | 
  8874 | 78rpm  | Lemminkainens_Journey                                   | SIBELIUSJEAN         | Lemminkainen's Journey                                                 | classical | 30              | Lemminkainen's_Journey                                                 | 
   409 | 78rpm  | RosenAusDemSuden                                        | STRAUSSRICHARD       | Rosen aus dem Suden                                                    | classical | 30              | Rosen aus dem Suden                                                    | 
  1959 | 78rpm  | VrsAcoustics-74627-PhiladelphiaSymphonyOrchestra        | STRAUSSRICHARD       | ?                                                                      | classical | 30              | VRS Acoustics - 74627 - Philadelphia Symphony Orchestra                | Philadelphia Symphony Orchestra
   932 | 78rpm  | StraussDerRosenkavalier-Waltzes                         | STRAUSSRICHARD       | Der Rosenkavalier - Waltzes                                            | classical | 30              | STRAUSS: Der Rosenkavalier - Waltzes                                   | 
   450 | 78rpm  | R.StraussTodUndVerklrung                                | STRAUSSRICHARD       | Tod und Verkl+ñrung                                                    | classical | 30              | R. STRAUSS: Tod und Verkl+ñrung                                        | 
  2116 | 78rpm  | VrsAcoustics-88540-FriedaHempel                         | STRAUSSRICHARD       | ?                                                                      | classical | 30              | VRS Acoustics - 88540 - Frieda Hempel                                  | Frieda Hempel
  4447 | 78rpm  | BlueDanubeWaltz                                         | STRAUSSRICHARD       | The Blue Danube - Waltz                                                | classical | 30              | JOHANN STRAUSS: The Blue Danube - Waltz                                | 
  1903 | 78rpm  | StraussEinHeldenleben                                   | STRAUSSRICHARD       | Ein Heldenleben (A Hero's Life), Op. 40                                | classical | 30              | STRAUSS: Ein Heldenleben (A Hero's Life), Op. 40                       | 
  8648 | 78rpm  | J.StraussKaiser-walzer                                  | STRAUSSRICHARD       | Kaiser-Walzer                                                          | classical | 30              | J. STRAUSS: Kaiser-Walzer                                              | 
   933 | 78rpm  | StraussDieFledermaus-Overture                           | STRAUSSRICHARD       | Die Fledermaus - Overture                                              | classical | 30              | STRAUSS: Die Fledermaus - Overture                                     | 
  1788 | 78rpm  | VrsAcoustics-6427b-NewYorkPhilharmonicOrchestra         | STRAUSSRICHARD       | ?                                                                      | classical | 30              | VRS Acoustics - 6427B - New York Philharmonic Orchestra                | New York Philharmonic Orchestra
   934 | 78rpm  | Strauss-SalomesDance                                    | STRAUSSRICHARD       | Salome's Dance                                                         | classical | 30              | STRAUSS - Salome's Dance                                               | 
   936 | 78rpm  | StraussTillEulenspiegelstrauss                          | STRAUSSRICHARD       | Till Eulenspiegel                                                      | classical | 30              | STRAUSS: Till Eulenspiegel                                             | 
  2028 | 78rpm  | VrsAcoustics-88019-MarcellaSembrich                     | STRAUSSRICHARD       | ?                                                                      | classical | 30              | VRS Acoustics - 88019 - Marcella Sembrich                              | Marcella Sembrich
  8593 | 78rpm  | JosefStraussMusicOfTheSpheres                           | STRAUSSRICHARD       | Music of the Spheres                                                   | classical | 30              | JOSEF STRAUSS: Music of the Spheres                                    | 
   938 | 78rpm  | StravinskyEbonyConcerto                                 | STRAVINSKYIGOR       | Ebony Concerto                                                         | classical | 30              | STRAVINSKY: Ebony Concerto                                             | 
  1810 | 78rpm  | VrsAcoustics-64926493-PhiladelphiaSymphonyOrchestra     | STRAVINSKYIGOR       | ?                                                                      | classical | 30              | VRS Acoustics - 6492/6493 - Philadelphia Symphony Orchestra            | Philadelphia Symphony Orchestra
   940 | 78rpm  | StravinskyLeSacreDuPrintemps1940                        | STRAVINSKYIGOR       | Le Sacre du Printemps (1940)                                           | classical | 30              | STRAVINSKY: Le Sacre du Printemps (1940)                               | 
   943 | 78rpm  | StravinskySymphonyOfPsalms                              | STRAVINSKYIGOR       | Symphony of Psalms                                                     | classical | 30              | STRAVINSKY: Symphony of Psalms                                         | 
  1811 | 78rpm  | VrsAcoustics-64926493-PhiladelphiaSymphonyOrchestra_240 | STRAVINSKYIGOR       | ?                                                                      | classical | 30              | VRS Acoustics - 6492/6493 - Philadelphia Symphony Orchestra            | Philadelphia Symphony Orchestra
   941 | 78rpm  | StravinskyLhistoireDuSoldat                             | STRAVINSKYIGOR       | L'Histoire du soldat                                                   | classical | 30              | STRAVINSKY: L'Histoire du soldat                                       | 
  8790 | 78rpm  | La_donna_e_mobile                                       | VERDIGIUSEPPE        | La donna e mobile                                                      | classical | 30              | La_donna_e_mobile                                                      | 
  9200 | 78rpm  | LuisaTetrazziniCaroNome88295                            | VERDIGIUSEPPE        | Luisa Tetrazzini Caro nome 88295                                       | classical | 30              | Luisa Tetrazzini Caro nome 88295                                       | 
  5977 | 78rpm  | EDIS-SRP-0155-14                                        | SULLIVANARTHUR       | After dinner toast at Little Menlo                                     | classical | 30              | After dinner toast at Little Menlo                                     | 
  6823 | 78rpm  | GilbertSullivanTrialByJury_696                          | SULLIVANARTHUR       | Gilbert & Sullivan: Trial by Jury                                      | classical | 30              | Gilbert & Sullivan: Trial by Jury                                      | 
  1260 | 78rpm  | The_Lost_Chord_1912                                     | SULLIVANARTHUR       | The Lost Chord 1912                                                    | classical | 30              | The_Lost_Chord_1912                                                    | 
  1259 | 78rpm  | The_Lost_Chord                                          | SULLIVANARTHUR       | The Lost Chord                                                         | classical | 30              | The_Lost_Chord                                                         | 
   204 | 78rpm  | GilbertSullivanTheMikado                                | SULLIVANARTHUR       | Gilbert & Sullivan: THE MIKADO                                         | classical | 30              | Gilbert & Sullivan: THE MIKADO                                         | 
  1022 | 78rpm  | TchaikovskyMarcheSlav                                   | TCHAIKOVSKYPYOTRILYI | Marche slav                                                            | classical | 30              | TCHAIKOVSKY: Marche slav                                               | 
  1021 | 78rpm  | TchaikovskyDanceOfTheFlutes                             | TCHAIKOVSKYPYOTRILYI | Dance of the Flutes                                                    | classical | 30              | Tchaikovsky: Dance of the Flutes                                       | 
  1020 | 78rpm  | Tchaikovsky1812Overture_525                             | TCHAIKOVSKYPYOTRILYI | 1812 Overture                                                          | classical | 30              | TCHAIKOVSKY: 1812 Overture                                             | 
  1787 | 78rpm  | VrsAcoustics-6427a-NewYorkPhilharmonicOrchestra         | TCHAIKOVSKYPYOTRILYI | ?                                                                      | classical | 30              | VRS Acoustics - 6427A - New York Philharmonic Orchestra                | New York Philharmonic Orchestra
  4881 | 78rpm  | CarusoPourquoi                                          | TCHAIKOVSKYPYOTRILYI | Pourquoi?                                                              | classical | 30              | Caruso: Pourquoi?                                                      | Caruso
  1981 | 78rpm  | VrsAcoustics-74713-PhiladelphiaSymphonyOrchestra        | TCHAIKOVSKYPYOTRILYI | ?                                                                      | classical | 30              | VRS Acoustics - 74713 - Philadelphia Symphony Orchestra                | Philadelphia Symphony Orchestra
  1025 | 78rpm  | TchaikovskySymphonyNo.5                                 | TCHAIKOVSKYPYOTRILYI | Symphony No. 5                                                         | classical | 30              | TCHAIKOVSKY: Symphony No. 5                                            | 
  1817 | 78rpm  | VrsAcoustics-6532b-FeodorChaliapin                      | TCHAIKOVSKYPYOTRILYI | ?                                                                      | classical | 30              | VRS Acoustics - 6532B - Feodor Chaliapin                               | Feodor Chaliapin
  2742 | 78rpm  | Ah_La_Paterna_Mano                                      | VERDIGIUSEPPE        | Ah, La Paterna Mano                                                    | classical | 30              | Ah,_La_Paterna_Mano                                                    | 
  8795 | 78rpm  | LaFatalPietra                                           | VERDIGIUSEPPE        | La Fatal Pietra                                                        | classical | 30              | La Fatal Pietra                                                        | 
  9243 | 78rpm  | Mai_Reggendo_AllAspro                                   | VERDIGIUSEPPE        | Mai Reggendo All'Aspro                                                 | classical | 30              | Mai_Reggendo_All'Aspro                                                 | 
  4870 | 78rpm  | CarusoGiaISacerdotiAdunansi                             | VERDIGIUSEPPE        | Gia i sacerdoti adunansi                                               | classical | 30              | Caruso: Gia i sacerdoti adunansi                                       | Caruso
  4908 | 78rpm  | CelesteAida1908                                         | VERDIGIUSEPPE        | Celeste Aida 1908                                                      | classical | 30              | Celeste Aida 1908                                                      | 
  1962 | 78rpm  | VrsAcoustics-74636-AlfredCortot                         | VERDIGIUSEPPE        | ?                                                                      | classical | 30              | VRS Acoustics - 74636 - Alfred Cortot                                  | Alfred Cortot
  9832 | 78rpm  | niunmitema1903                                          | VERDIGIUSEPPE        | Niun Mi Tema (Morte D'Othello)                                         | classical | 30              | Niun Mi Tema (Morte D'Othello)                                         | 
  6473 | 78rpm  | ForzaDelDestino                                         | VERDIGIUSEPPE        | Forza del Destino                                                      | classical | 30              | Forza del Destino                                                      | 
  4866 | 78rpm  | CarusoAiNostriMonti                                     | VERDIGIUSEPPE        | Ai Nostri monti                                                        | classical | 30              | Caruso: Ai Nostri monti                                                | Caruso
 10058 | 78rpm  | O_terra_addio                                           | VERDIGIUSEPPE        | O terra addio                                                          | classical | 30              | O_terra_addio                                                          | 
 11199 | 78rpm  | EDIS-WXT-02                                             | VERDIGIUSEPPE        | Ah! fors' e lui - La traviata                                          | classical | 30              | Ah! fors' e lui - La traviata                                          | 
  9783 | 78rpm  | Nellore_Arcane_Della_Sua_Lussuria                       | VERDIGIUSEPPE        | Nell'ore Arcane Della Sua Lussuria                                     | classical | 30              | Nell'ore_Arcane_Della_Sua_Lussuria                                     | 
